User,City,Year,Month,Day,Time,Amount,Is Fraud?,Mitigation,Outcome,weight
97,Sambalpur,2025,5,10,6:35,303728.296,No,,,
160,Pali,2025,12,17,8:20,8317684.183,Yes,,,
140,Dhanbad,2025,3,20,6:50,318220.9152,No,,,
104,Raurkela Industrial Township,2025,1,17,6:06,638446.1288,No,,,
113,Asansol,2025,4,6,6:17,1217611.278,No,,,
97,Parbhani,2025,8,2,13:11,524586.562,No,,,
57,Berhampur,2025,7,7,16:45,873026.13,No,,,
108,Imphal,2025,5,12,19:38,1345500.934,No,,,
131,Raichur,2025,9,16,6:55,271505.3448,No,,,
166,Indore,2025,12,27,6:46,1508465.811,No,,,
121,Asansol,2025,10,25,7:18,1211058.764,No,,,
145,Bhilai,2025,3,24,6:03,1003228.438,No,,,
31,Parbhani,2025,10,16,6:37,437630.8468,No,,,
88,Begusarai,2025,3,16,14:24,111084.3844,No,,,
2,Kollam,2025,11,4,13:20,583713.3648,No,,,
47,Nashik,2025,8,29,13:36,320225.2136,Yes,,,
139,Salem,2025,1,4,11:07,1325920.48,No,,,
189,Thoothukudi,2025,3,6,6:18,920204.2308,No,,,
19,Burhanpur,2025,12,12,6:35,285612.522,No,,,
77,Surat,2025,4,10,13:24,124651.9428,No,,,
153,Mathura,2025,8,12,6:49,351060.5736,No,,,
39,Karimnagar,2025,11,27,13:02,-531909.96,No,,,
106,Bally,2025,1,25,6:46,339188.96,No,,,
140,Dhanbad,2025,3,22,5:45,811972.1172,No,,,
118,Ambernath,2025,2,28,5:12,766875.4032,No,,,
36,Noida,2025,8,24,9:47,433622.25,No,,,
68,Bhiwandi,2025,4,17,11:57,290006.5608,No,,,
149,Ludhiana,2025,12,30,13:04,-732339.8,No,,,
106,Bally,2025,1,16,13:34,439866.4104,No,,,
1,Ratlam,2025,10,6,6:14,1074535.208,No,,,
145,Ranchi,2025,3,21,6:28,736810.9272,No,,,
7,Kakinada,2025,10,3,16:54,919741.7004,No,,,
142,Gurgaon,2025,9,10,6:28,640296.2504,No,,,
39,Karimnagar,2025,10,3,13:03,516492.28,No,,,
183,Jaipur,2025,1,10,13:07,1214990.272,No,,,
70,Kurnool,2025,12,23,13:23,95435.4392,No,,,
63,Nadiad,2025,2,25,5:29,893146.2024,No,,,
29,Mumbai,2025,3,16,6:17,1104676.772,No,,,
59,Parbhani,2025,4,8,6:30,311051.694,No,,,
167,Sambhal,2025,3,29,6:28,919279.17,No,,,
190,Saharanpur,2025,4,26,6:36,288927.3232,No,,,
70,Davanagere,2025,12,30,12:37,524201.12,No,,,
86,Baranagar,2025,5,7,6:07,933155.082,No,,,
138,Ahmednagar,2025,10,31,19:16,73156.8916,No,,,
169,Gwalior,2025,7,28,5:48,1082089.871,No,,,
113,Rourkela,2025,5,15,13:42,505776.9924,No,,,
75,Belgaum,2025,8,24,5:34,775586.3924,No,,,
79,Belgaum,2025,2,15,14:37,974474.4644,No,,,
133,Ulhasnagar,2025,1,10,6:32,420594.3104,No,,,
1,Imphal,2025,9,22,9:29,400705.5032,No,,,
118,Secunderabad,2025,4,19,6:21,1008162.095,No,,,
68,Bhiwandi,2025,4,18,6:30,382127.1988,No,,,
151,Rourkela,2025,5,30,19:38,485502.7432,No,,,
18,Karol Bagh,2025,7,6,21:38,231265.2,No,,,
112,North Dumdum,2025,3,6,12:50,-439403.88,Yes,,,
92,Pimpri-Chinchwad,2025,6,23,6:39,317835.4732,No,,,
123,Yavatmal,2025,1,15,6:15,1169431.028,No,,,
13,Raipur,2025,8,25,6:30,289544.0304,No,,,
111,Baranagar,2025,11,16,6:20,1079237.6,No,,,
107,Loni,2025,3,31,9:35,656638.9912,Yes,,,
107,Rohtak,2025,3,18,12:39,-470239.24,No,,,
115,Ajmer,2025,9,15,19:59,1517793.508,No,,,
129,Sonipat,2025,4,12,6:58,300490.5832,No,,,
153,Mathura,2025,10,17,6:11,1130193.032,No,,,
52,Bhilwara,2025,2,22,6:47,194571.1216,No,,,
157,Sagar,2025,7,3,20:20,528286.8052,No,,,
95,Hapur,2025,8,20,6:43,153791.358,No,,,
15,Amritsar,2025,6,25,13:55,562822.4084,No,,,
12,Kochi,2025,3,19,6:44,327856.9652,No,,,
64,Silchar,2025,3,11,20:54,295556.9256,No,,,
150,Cuttack,2025,1,16,6:09,640835.8692,No,,,
135,Meerut,2025,5,16,6:20,980024.8292,No,,,
150,Durg,2025,3,10,13:08,473939.4832,Yes,,,
99,Hyderabad,2025,8,4,7:02,481571.2348,No,,,
84,Indore,2025,9,15,13:41,361236.2424,No,,,
29,Bhilwara,2025,2,17,6:54,234657.0896,No,,,
63,Jamnagar,2025,7,30,5:32,888906.3404,No,,,
83,Loni,2025,5,7,21:59,157414.5128,No,,,
17,Sambhal,2025,12,11,6:00,1172052.034,Yes,,,
42,Jalandhar,2025,12,24,20:17,1108608.28,No,,,
114,Mangalore,2025,7,14,16:13,585640.5748,Yes,,,
140,Dhanbad,2025,5,1,6:09,1168505.967,No,,,
190,Gurgaon,2025,5,21,9:15,554496.8612,No,,,
178,Muzaffarpur,2025,2,21,6:18,1034603.416,No,,,
123,Yavatmal,2025,1,18,13:38,451892.2008,No,,,
81,Ahmednagar,2025,7,14,13:39,527824.2748,No,,,
121,Nizamabad,2025,10,23,6:52,317064.5892,No,,,
150,Rajkot,2025,1,26,6:27,608844.1832,No,,,
23,Jalgaon,2025,3,25,6:45,304345.0032,Yes,,,
78,Kochi,2025,10,21,6:18,970774.2212,No,,,
160,Bhatpara,2025,12,3,20:42,537151.9712,No,,,
73,Anantapur,2025,12,23,13:26,81174.0852,No,,,
109,Sambhal,2025,8,14,6:18,1114004.468,No,,,
112,Nanded,2025,3,3,6:12,1007622.476,No,,,
36,Bhilwara,2025,6,5,6:45,295634.014,No,,,
69,Durg,2025,10,12,6:20,1087717.324,Yes,,,
64,Silchar,2025,3,16,6:50,287154.29,No,,,
5,Warangal,2025,4,21,6:11,1194561.846,No,,,
5,Warangal,2025,3,30,6:32,221706.2384,No,,,
159,Nashik,2025,9,23,6:05,1134741.248,No,,,
52,Bhilwara,2025,12,6,13:00,468003.6764,No,,,
99,Kanpur,2025,9,9,6:17,975707.8788,Yes,,,
57,Berhampur,2025,8,14,6:00,1081935.694,No,,,
179,Mira-Bhayandar,2025,5,27,6:15,1239504.384,No,,,
50,Mirzapur,2025,8,21,5:45,994902.8904,No,,,
82,Bilaspur,2025,3,23,6:04,1070218.257,No,,,
166,Indore,2025,12,20,6:17,704742.1528,No,,,
160,Jodhpur,2025,12,31,5:47,1289997.286,Yes,,,
36,Dehradun,2025,7,13,13:22,1273037.838,No,,,
153,Ranchi,2025,9,15,6:25,1110998.021,No,,,
88,Begusarai,2025,1,7,16:36,979022.68,No,,,
92,Anantapur,2025,8,12,6:02,1233414.4,No,,,
26,Noida,2025,4,7,9:49,542548.1592,No,,,
16,Bhavnagar,2025,10,4,19:36,615165.432,No,,,
139,Patna,2025,1,28,6:07,997215.5424,No,,,
95,Bhatpara,2025,7,4,13:18,88728.7484,No,,,
84,Erode,2025,7,4,20:12,620869.9736,No,,,
139,Patna,2025,2,17,6:25,1081318.987,No,,,
146,Ahmedabad,2025,5,15,11:31,199427.6908,No,,,
31,Mirzapur,2025,1,21,6:33,79709.4056,Yes,,,
116,Salem,2025,12,22,6:07,1307187.999,No,,,
26,Jamshedpur,2025,5,18,13:27,351060.5736,No,,,
143,Etawah,2025,11,15,6:14,1597425.825,No,,,
125,Ulhasnagar,2025,7,28,20:16,1811191.958,No,,,
182,Mirzapur,2025,12,18,6:44,289621.1188,No,,,
14,Bally,2025,1,22,17:29,41859.0012,No,,,
11,Ratlam,2025,12,18,6:41,253312.4824,No,,,
54,Parbhani,2025,11,1,6:17,1073995.589,No,,,
50,Munger,2025,10,27,6:49,287231.3784,No,,,
47,Surat,2025,9,6,6:16,274897.2344,No,,,
173,Coimbatore,2025,4,4,6:34,296327.8096,Yes,,,
48,Vijayanagaram,2025,10,9,6:15,769804.7624,No,,,
52,Bhilwara,2025,10,27,6:33,259325.3776,No,,,
145,Ranchi,2025,3,3,6:24,924367.0044,No,,,
86,Parbhani,2025,6,1,13:28,693795.6,No,,,
148,Karol Bagh,2025,10,12,5:56,468003.6764,No,,,
13,Raipur,2025,9,7,6:36,232806.968,No,,,
93,Patiala,2025,11,6,8:25,286383.406,Yes,,,
7,Bhilai,2025,8,17,6:37,384748.2044,No,,,
12,Rajahmundry,2025,7,4,20:27,545014.988,Yes,,,
173,Panchkula,2025,4,6,6:19,1042158.08,No,,,
27,Latur,2025,8,29,7:00,368097.11,No,,,
102,Etawah,2025,2,4,19:24,75084.1016,No,,,
79,Belgaum,2025,1,18,7:26,281295.5716,No,,,
67,Sri Ganganagar,2025,1,1,20:06,458290.538,Yes,,,
171,Bangalore,2025,12,31,13:38,401322.2104,No,,,
5,Gorakhpur,2025,3,2,6:18,1123486.342,No,,,
127,Latur,2025,10,11,6:06,908024.2636,No,,,
184,Raichur,2025,3,9,5:49,952812.624,No,,,
107,Patiala,2025,3,13,7:17,1250219.671,No,,,
179,Aligarh,2025,4,8,6:19,933540.524,No,,,
10,Hospet,2025,10,26,20:16,494522.086,No,,,
80,Rajkot,2025,5,9,10:15,16728.1828,No,,,
50,Munger,2025,9,12,20:05,580475.652,No,,,
139,Tumkur,2025,3,4,13:41,555036.48,Yes,,,
187,Loni,2025,10,22,6:14,1009318.421,No,,,
49,Asansol,2025,6,23,6:18,819064.25,Yes,,,
125,Hospet,2025,6,17,13:11,80480.2896,No,,,
38,Sonipat,2025,5,11,6:36,287000.1132,No,,,
108,Bhopal,2025,5,18,19:40,580321.4752,No,,,
89,Raipur,2025,4,25,6:23,1041541.372,No,,,
185,Jamshedpur,2025,7,1,15:11,816597.4212,No,,,
116,Tiruvottiyur,2025,11,29,6:03,838259.2616,No,,,
67,Berhampur,2025,10,27,6:37,183932.9224,No,,,
22,Karimnagar,2025,11,26,6:22,1148231.718,No,,,
29,Mumbai,2025,4,29,6:34,371026.4692,No,,,
43,Thane,2025,9,24,6:07,601289.52,No,,,
48,Vijayanagaram,2025,11,20,14:16,77782.1956,No,,,
162,Thoothukudi,2025,5,22,13:24,-678377.92,No,,,
107,Patiala,2025,3,27,19:49,1146767.038,No,,,
100,Surat,2025,3,28,6:12,614394.548,No,,,
22,Kozhikode,2025,12,11,6:16,925060.8,No,,,
164,Katihar,2025,9,6,6:55,404328.658,No,,,
138,Kolhapur,2025,11,12,16:12,808426.0508,Yes,,,
13,Surat,2025,10,29,6:55,1016179.289,No,,,
135,Maheshtala,2025,5,17,6:03,660107.9692,No,,,
104,Raurkela Industrial Township,2025,3,2,10:07,201971.608,No,,,
16,Jaipur,2025,10,27,20:12,561357.7288,No,,,
88,Visakhapatnam,2025,1,9,6:15,937009.502,No,,,
93,Maheshtala,2025,9,15,6:10,922054.3524,No,,,
32,Bikaner,2025,4,16,6:07,937934.5628,No,,,
180,Jodhpur,2025,8,4,6:02,918354.1092,No,,,
162,Salem,2025,5,19,20:55,382050.1104,Yes,,,
128,Saharanpur,2025,1,10,7:13,237278.0952,No,,,
88,Kakinada,2025,12,19,6:05,1115931.678,Yes,,,
79,Satara,2025,2,3,5:58,872101.0692,No,,,
124,Munger,2025,5,12,10:30,206596.912,Yes,,,
104,Begusarai,2025,4,25,13:52,56351.6204,Yes,,,
12,Bilaspur,2025,6,13,16:27,514487.9816,No,,,
98,Karol Bagh,2025,3,22,6:16,667431.3672,No,,,
154,Gandhidham,2025,11,3,6:12,856452.124,No,,,
88,Begusarai,2025,1,19,20:19,556578.248,No,,,
10,North Dumdum,2025,10,13,13:23,1139058.198,No,,,
150,Tiruppur,2025,2,4,6:15,1041387.196,No,,,
39,Jodhpur,2025,8,22,13:04,44171.6532,No,,,
50,Munger,2025,1,27,6:50,1126261.524,No,,,
32,Bikaner,2025,3,21,6:37,313518.5228,No,,,
63,Davanagere,2025,9,27,11:37,194648.21,Yes,,,
144,Gopalpur,2025,12,19,16:40,1472388.44,No,,,
99,Hyderabad,2025,10,11,13:01,492440.6992,No,,,
39,Karimnagar,2025,12,25,16:57,220935.3544,No,,,
167,Erode,2025,4,12,19:35,3361208.417,No,,,
168,Karol Bagh,2025,5,7,6:14,1069909.904,No,,,
166,Bhagalpur,2025,1,25,6:24,1147306.657,No,,,
46,Jaipur,2025,2,27,6:17,926140.0376,No,,,
86,Parbhani,2025,7,6,20:31,197577.5692,No,,,
188,Patna,2025,1,17,21:41,265107.0076,No,,,
147,Madurai,2025,8,1,20:28,836177.8748,No,,,
6,Gandhidham,2025,5,3,7:32,424834.1724,No,,,
13,Raipur,2025,9,5,20:03,606377.3544,No,,,
89,Raipur,2025,4,25,6:23,1041541.372,No,,,
173,Korba,2025,5,9,16:59,190408.348,No,,,
103,Yamunanagar,2025,9,12,20:06,709752.8988,No,,,
95,Hapur,2025,8,8,13:06,103606.8096,No,,,
21,Arrah,2025,5,3,13:46,278828.7428,Yes,,,
125,Hospet,2025,7,24,13:05,-647542.56,No,,,
157,Silchar,2025,5,22,20:44,695029.0144,No,,,
73,Ulhasnagar,2025,1,27,12:51,1154321.702,No,,,
148,Durg,2025,9,25,13:24,693795.6,No,,,
184,Avadi,2025,3,20,13:26,113782.4784,No,,,
39,Karimnagar,2025,11,20,9:48,1202424.863,No,,,
100,Surat,2025,3,24,6:50,947801.878,No,,,
55,Kharagpur,2025,6,28,6:38,403943.216,No,,,
151,Purnia,2025,5,3,6:01,898542.3904,No,,,
110,Saharanpur,2025,10,23,6:55,299950.9644,No,,,
121,Nizamabad,2025,10,5,6:26,427069.736,No,,,
152,Parbhani,2025,7,18,4:05,1343342.458,No,,,
76,Mau,2025,1,29,13:47,439403.88,No,,,
174,Arrah,2025,7,13,6:44,284687.4612,No,,,
102,Etawah,2025,3,15,6:28,1172668.741,No,,,
31,Bhilai,2025,1,2,12:57,26672.5864,No,,,
133,Ulhasnagar,2025,1,14,6:06,897386.0644,No,,,
151,Rourkela,2025,5,11,6:17,922825.2364,No,,,
61,Satara,2025,3,28,6:37,193106.442,No,,,
163,Bhilai,2025,7,29,13:19,555036.48,No,,,
173,Panchkula,2025,4,3,6:24,1105062.214,No,,,
53,Arrah,2025,7,11,13:47,494290.8208,No,,,
187,Loni,2025,11,18,6:15,946876.8172,No,,,
27,Allahabad,2025,9,26,6:46,262100.56,Yes,,,
39,Jodhpur,2025,9,21,6:18,735346.2476,No,,,
36,Noida,2025,6,2,13:16,-639833.72,No,,,
170,Jaipur,2025,11,7,6:21,1085481.76,No,,,
125,Ulhasnagar,2025,6,19,19:41,542856.5128,No,,,
29,Bhilwara,2025,5,20,23:29,1487806.12,No,,,
84,Farrukhabad,2025,9,20,6:11,934465.5848,Yes,,,
117,Bhiwandi,2025,12,28,7:15,297021.6052,No,,,
16,Jaipur,2025,11,24,20:19,585794.7516,No,,,
168,Haridwar,2025,6,13,13:04,558351.2812,No,,,
153,Ranchi,2025,9,27,16:15,7270361.181,No,,,
97,Sambalpur,2025,4,14,13:07,108309.202,No,,,
184,Raichur,2025,4,24,6:38,284764.5496,No,,,
80,Bhopal,2025,4,7,6:51,1209516.996,No,,,
188,Pimpri-Chinchwad,2025,1,3,6:07,1005618.178,No,,,
127,Chandigarh,2025,12,8,6:01,1166655.846,No,,,
121,Asansol,2025,10,6,6:51,374649.624,No,,,
32,Bikaner,2025,4,19,14:23,24128.6692,No,,,
168,Karol Bagh,2025,6,9,5:43,1044933.262,No,,,
82,Bilaspur,2025,1,22,6:32,247993.3828,No,,,
31,Gaya,2025,12,1,10:54,1942627.68,No,,,
3,Kolhapur,2025,11,28,6:14,627730.8412,No,,,
107,Saharanpur,2025,3,5,5:44,1052333.748,No,,,
101,Visakhapatnam,2025,8,5,6:51,367172.0492,No,,,
137,Satara,2025,10,6,7:09,288618.9696,No,,,
170,Jaipur,2025,9,24,7:02,243907.6976,No,,,
16,Bhavnagar,2025,8,23,9:37,485194.3896,No,,,
140,Silchar,2025,3,8,6:09,1216763.306,No,,,
36,Dehradun,2025,8,13,13:05,78398.9028,No,,,
164,Khammam,2025,8,12,9:11,526051.2416,Yes,,,
156,Dhanbad,2025,4,13,6:29,1126801.143,No,,,
103,Yamunanagar,2025,11,25,13:14,-508783.44,No,,,
135,Meerut,2025,6,15,21:19,2033206.55,No,,,
60,Bulandshahr,2025,11,9,20:29,92120.638,Yes,,,
90,Berhampur,2025,10,28,10:51,247607.9408,No,,,
157,Thiruvananthapuram,2025,5,16,13:16,439403.88,No,,,
88,Begusarai,2025,1,20,6:02,405099.542,No,,,
68,Imphal,2025,6,9,6:46,326623.5508,No,,,
94,Gaya,2025,4,24,13:35,613700.7524,No,,,
158,Jamnagar,2025,8,10,6:21,1195332.73,No,,,
64,Silchar,2025,11,16,6:06,678609.1852,No,,,
34,Rajpur Sonarpur,2025,1,7,20:25,778824.1052,No,,,
136,Ambernath,2025,7,8,5:53,688091.0584,No,,,
157,Sagar,2025,7,9,14:07,1218613.427,No,,,
20,Nadiad,2025,1,9,13:33,1507849.104,No,,,
46,Nadiad,2025,3,30,13:10,102835.9256,No,,,
27,Bhagalpur,2025,10,15,6:14,1039614.162,No,,,
67,Berhampur,2025,1,19,6:53,275822.2952,No,,,
86,Parbhani,2025,6,12,6:49,980718.6248,No,,,
143,Nanded,2025,10,17,5:15,799175.4428,No,,,
124,Khammam,2025,5,15,6:22,1048633.505,No,,,
118,Secunderabad,2025,5,11,5:39,738892.314,No,,,
67,Nizamabad,2025,12,27,6:12,1060042.588,No,,,
160,Tiruvottiyur,2025,12,26,6:51,356533.85,No,,,
90,Gulbarga,2025,11,1,19:01,117791.0752,No,,,
187,Avadi,2025,9,24,6:22,838953.0572,Yes,,,
121,Nizamabad,2025,9,30,13:24,547327.64,No,,,
24,Haridwar,2025,9,28,6:48,291394.152,No,,,
129,Mau,2025,4,10,6:53,333176.0648,No,,,
62,Allahabad,2025,11,16,13:57,86724.45,Yes,,,
131,Raichur,2025,8,9,6:12,1056419.434,No,,,
14,Gulbarga,2025,2,13,14:05,39006.7304,No,,,
34,Bangalore,2025,10,7,6:42,263025.6208,Yes,,,
163,Saharanpur,2025,7,13,5:22,979639.3872,No,,,
44,Ahmedabad,2025,2,5,6:08,921283.4684,No,,,
160,Tiruvottiyur,2025,1,9,6:06,889677.2244,No,,,
54,Kolkata,2025,1,7,10:45,256241.8416,No,,,
123,Purnia,2025,1,21,12:36,71460.9468,No,,,
132,Raurkela Industrial Township,2025,11,25,6:55,372722.414,No,,,
98,Bhilai,2025,3,27,6:59,337030.4848,No,,,
59,Howrah,2025,3,27,21:08,1645066.456,No,,,
41,Nashik,2025,8,6,13:17,57585.0348,No,,,
7,Bulandshahr,2025,8,8,19:20,103221.3676,Yes,,,
58,Silchar,2025,12,3,6:09,629272.6092,No,,,
125,Lucknow,2025,6,6,6:10,944024.5464,No,,,
179,Aligarh,2025,4,24,6:30,236738.4764,No,,,
166,Gulbarga,2025,2,3,8:58,451660.9356,No,,,
146,Gandhinagar,2025,5,18,6:19,848743.284,Yes,,,
150,Rajkot,2025,3,8,6:24,992975.6804,No,,,
127,Delhi,2025,10,25,6:51,312362.1968,No,,,
50,Munger,2025,9,17,9:48,523044.794,No,,,
173,Vijayawada,2025,4,11,13:53,468003.6764,No,,,
128,Saharanpur,2025,2,8,6:20,568912.392,No,,,
107,Saharanpur,2025,3,16,6:03,1068291.047,No,,,
22,Jalandhar,2025,1,12,20:22,632818.6756,No,,,
85,Bikaner,2025,12,26,17:35,45713.4212,No,,,
88,Agra,2025,2,11,13:40,95281.2624,No,,,
165,Bhatpara,2025,11,3,9:34,1338254.624,No,,,
104,Rewa,2025,5,22,6:31,213457.7796,No,,,
73,Gandhidham,2025,1,26,14:07,16959.448,No,,,
186,Vijayanagaram,2025,8,22,6:59,204515.5252,Yes,,,
22,Jalandhar,2025,1,4,5:51,1200728.918,No,,,
81,Hapur,2025,8,22,10:55,22201.4592,No,,,
8,Bikaner,2025,12,27,13:03,97671.0028,No,,,
141,Purnia,2025,7,7,6:42,780520.05,No,,,
175,Singrauli,2025,8,25,5:09,888829.252,Yes,,,
54,Berhampur,2025,2,18,11:35,13413.3816,No,,,
164,Bhopal,2025,8,15,5:48,886131.158,No,,,
56,Mirzapur,2025,10,1,6:37,288850.2348,No,,,
174,Dehradun,2025,5,26,6:14,991356.824,No,,,
144,Guwahati,2025,1,20,13:09,236044.6808,No,,,
153,Ranchi,2025,10,15,6:53,365244.8392,No,,,
4,Vijayawada,2025,1,27,6:10,960752.7292,No,,,
183,Belgaum,2025,3,3,5:38,154022.6232,No,,,
139,Patna,2025,1,8,3:45,-778592.84,No,,,
58,Kakinada,2025,12,24,20:05,223556.36,No,,,
158,Arrah,2025,8,25,6:10,1020264.974,No,,,
54,Berhampur,2025,10,9,6:01,1119631.922,No,,,
166,Indore,2025,12,20,6:17,704742.1528,No,,,
22,Jalandhar,2025,10,15,6:22,886747.8652,No,,,
134,Belgaum,2025,3,20,17:35,65756.4052,No,,,
103,Mau,2025,11,23,6:03,1017335.615,No,,,
19,Dhule,2025,9,30,21:56,119718.2852,No,,,
46,Nadiad,2025,12,27,6:39,340576.5512,No,,,
3,Kolhapur,2025,11,26,11:21,2927277.813,No,,,
90,Gulbarga,2025,8,17,6:05,1033138.737,No,,,
58,Kakinada,2025,2,23,6:02,423292.4044,No,,,
114,Gaya,2025,7,17,5:47,700039.7604,No,,,
57,Sambalpur,2025,6,25,11:51,240438.7196,No,,,
57,Sambalpur,2025,10,6,13:05,109619.7048,No,,,
142,Hospet,2025,8,11,6:07,736425.4852,Yes,,,
10,Sikar,2025,7,29,10:32,200121.4864,No,,,
172,Ramagundam,2025,3,2,8:11,365090.6624,No,,,
162,Ghaziabad,2025,6,6,6:47,1176060.63,No,,,
127,Delhi,2025,12,5,6:10,1271804.423,No,,,
113,Coimbatore,2025,5,18,6:36,117868.1636,No,,,
170,Jamshedpur,2025,10,17,6:06,975091.1716,No,,,
36,Noida,2025,6,26,6:21,918122.844,No,,,
16,Jaipur,2025,8,10,6:16,1105678.921,No,,,
46,Nadiad,2025,3,25,13:20,416585.7136,No,,,
151,Korba,2025,6,3,0:07,203127.934,Yes,,,
7,Kakinada,2025,9,14,13:11,78321.8144,No,,,
111,Baranagar,2025,12,16,6:12,727329.054,No,,,
190,Kalyan-Dombivali,2025,4,13,6:17,634437.532,No,,,
163,Bhilai,2025,7,12,20:24,2137352.978,No,,,
100,Surat,2025,1,16,6:36,365630.2812,No,,,
13,Surat,2025,7,21,6:22,1152548.668,No,,,
158,Kakinada,2025,9,19,6:10,909566.0316,No,,,
114,Thoothukudi,2025,7,24,19:55,632664.4988,No,,,
22,Karimnagar,2025,12,13,13:10,420671.3988,No,,,
18,Tiruchirappalli,2025,7,30,6:53,332096.8272,No,,,
173,Korba,2025,5,14,6:28,234965.4432,No,,,
128,Guntur,2025,1,13,6:22,685238.7876,No,,,
158,Arrah,2025,8,20,18:42,1308575.59,No,,,
168,Haridwar,2025,4,27,16:54,86647.3616,No,,,
109,Belgaum,2025,8,13,6:01,1079237.6,No,,,
99,Silchar,2025,8,15,6:49,362084.2148,Yes,,,
82,Bilaspur,2025,11,24,6:06,940863.922,No,,,
61,Belgaum,2025,4,1,6:12,1500294.441,No,,,
83,Loni,2025,5,18,5:13,1206973.079,No,,,
148,Nizamabad,2025,9,5,6:29,948264.4084,No,,,
115,Rajahmundry,2025,9,2,5:24,-3353345.4,No,,,
170,Jaipur,2025,10,18,20:30,311745.4896,No,,,
85,Bikaner,2025,1,31,13:50,442101.974,No,,,
116,Mathura,2025,11,13,20:12,1096582.49,No,,,
120,Rajpur Sonarpur,2025,9,1,9:41,470162.1516,No,,,
113,Asansol,2025,4,24,6:49,214382.8404,No,,,
134,Imphal,2025,3,6,16:52,211761.8348,No,,,
46,Jaipur,2025,1,21,6:18,877188.9036,No,,,
98,Imphal,2025,3,15,5:34,350289.6896,No,,,
20,Thane,2025,4,4,20:21,530599.4572,No,,,
74,Mysore,2025,2,24,6:43,324387.9872,No,,,
93,Maheshtala,2025,11,8,6:39,297638.3124,No,,,
124,Thane,2025,5,26,9:08,695954.0752,No,,,
181,Hapur,2025,10,4,6:05,1317363.668,No,,,
115,Gorakhpur,2025,8,8,0:56,181157.74,No,,,
142,Dhanbad,2025,8,15,6:26,911261.9764,No,,,
97,Patna,2025,5,27,5:32,892683.672,No,,,
121,Asansol,2025,9,30,13:04,-547327.64,No,,,
14,Bally,2025,3,10,12:42,612081.896,No,,,
49,Rourkela,2025,4,28,6:41,253389.5708,No,,,
69,Jalandhar,2025,10,5,12:36,66912.7312,No,,,
90,Gulbarga,2025,11,22,13:05,110159.3236,No,,,
9,Rohtak,2025,6,13,13:08,-555036.48,No,,,
27,Latur,2025,9,14,6:33,313595.6112,No,,,
53,Haridwar,2025,7,5,6:31,249689.3276,No,,,
185,Jamshedpur,2025,6,24,6:04,1122098.75,No,,,
63,Ludhiana,2025,10,25,6:40,224558.5092,No,,,
92,Anantapur,2025,7,27,16:36,115786.7768,No,,,
38,Sonipat,2025,3,24,6:05,1045164.527,No,,,
117,Howrah,2025,1,5,6:59,301415.644,No,,,
54,Parbhani,2025,9,20,6:46,251539.4492,No,,,
40,Kakinada,2025,2,18,19:22,112394.8872,No,,,
99,Hyderabad,2025,7,13,17:47,45173.8024,No,,,
2,Mathura,2025,10,9,6:10,911570.33,Yes,,,
2,Rourkela,2025,10,24,13:23,478025.1684,Yes,,,
42,Jalandhar,2025,5,11,6:16,1034603.416,No,,,
7,Bhilai,2025,11,8,5:36,803569.4816,No,,,
21,Bhagalpur,2025,7,9,6:28,542239.8056,No,,,
65,Srinagar,2025,4,21,13:25,-670669.08,No,,,
153,Ranchi,2025,9,14,6:55,392457.0444,No,,,
109,Sambhal,2025,8,15,20:28,702352.4124,No,,,
98,Sambalpur,2025,3,27,11:44,275591.03,Yes,,,
56,Mirzapur,2025,11,18,9:29,528518.0704,No,,,
178,Muzaffarpur,2025,2,8,13:30,472628.9804,No,,,
76,Mau,2025,2,20,6:16,942945.3088,No,,,
17,Ambattur,2025,3,12,14:44,275513.9416,No,,,
118,Secunderabad,2025,3,10,10:49,182159.8892,No,,,
22,Jalandhar,2025,11,17,6:53,284918.7264,No,,,
66,Moradabad,2025,9,11,13:10,74004.864,No,,,
97,Patna,2025,6,26,13:27,82638.7648,No,,,
167,Erode,2025,3,1,6:57,299642.6108,No,,,
94,Rohtak,2025,4,2,20:14,641144.2228,No,,,
134,Kakinada,2025,2,27,6:10,664502.008,Yes,,,
189,Thoothukudi,2025,3,16,7:58,286383.406,No,,,
25,Meerut,2025,12,30,13:24,670669.08,No,,,
53,Haridwar,2025,4,9,19:46,349827.1592,No,,,
75,Belgaum,2025,10,31,6:47,851518.4664,No,,,
81,Hapur,2025,8,2,6:55,406487.1332,No,,,
79,Jalandhar,2025,1,14,13:06,647542.56,No,,,
173,Panchkula,2025,4,16,17:18,195881.6244,No,,,
136,Ambernath,2025,8,1,6:04,914268.424,No,,,
116,Mathura,2025,11,22,6:47,307505.6276,No,,,
59,Parbhani,2025,7,25,6:46,988273.288,No,,,
157,Silchar,2025,6,11,16:45,45405.0676,No,,,
182,Silchar,2025,11,27,13:04,1009935.128,No,,,
157,Thiruvananthapuram,2025,5,10,6:23,1079237.6,No,,,
1,Imphal,2025,9,11,6:28,1251838.528,No,,,
121,Nizamabad,2025,10,26,5:36,1196643.233,No,,,
10,Hospet,2025,9,25,6:56,362546.7452,No,,,
49,Tiruvottiyur,2025,7,20,6:15,1138056.049,No,,,
12,Vijayanagaram,2025,4,5,6:05,1069370.285,Yes,,,
115,Gorakhpur,2025,9,21,13:13,732339.8,No,,,
131,Patna,2025,8,11,13:46,439712.2336,Yes,,,
